,0,1,2,3,4,5,6,7,8
2305,2.0,2.0,0.149,0.648,2.0,2.0,1.008,1.13,2.0
2306,2.0,2.0,0.264,0.604,2.0,2.0,2.0,1.066,1.27
2307,2.0,2.0,0.182,0.544,2.0,2.0,2.0,0.871,2.0
2308,2.0,0.954,0.151,0.788,1.951,2.0,1.035,1.523,0.785
2309,2.0,0.984,0.195,0.729,1.928,2.0,1.039,2.0,0.819
2310,2.0,1.088,0.141,0.697,2.0,2.0,1.052,1.204,2.0
2311,2.0,2.0,0.115,0.581,2.0,2.0,2.0,0.971,2.0
2312,2.0,2.0,0.168,0.646,2.0,2.0,2.0,1.032,2.0
2313,2.0,1.056,0.112,0.71,2.0,1.952,1.005,2.0,2.0
2314,2.0,2.0,0.372,0.487,2.0,2.0,1.03,2.0,1.916
2315,1.986,2.0,2.0,0.629,2.0,2.0,2.0,0.886,2.0
2316,2.0,2.0,0.252,0.61,2.0,2.0,2.0,1.127,0.868
2317,2.0,1.1,0.123,0.704,2.0,2.0,1.034,1.138,2.0
2318,2.0,0.954,0.237,0.784,2.0,2.0,1.074,2.0,0.791
2319,2.0,2.0,0.601,0.595,2.0,2.0,2.0,1.07,0.887
2320,2.0,1.037,0.163,0.742,2.0,2.0,1.029,2.0,2.0
2321,1.955,0.981,0.082,0.777,2.0,2.0,1.016,2.0,2.0
2322,2.0,2.0,0.308,0.587,2.0,2.0,2.0,0.906,1.951
2323,2.0,1.099,0.159,0.703,2.0,2.0,1.068,1.133,1.991
2324,2.0,2.0,0.128,0.672,2.0,2.0,1.029,1.247,2.0
2325,2.0,2.0,0.454,0.571,2.0,2.0,1.03,1.238,0.823
2326,2.0,2.0,0.112,0.613,2.0,1.984,2.0,1.095,2.0
2327,1.957,2.0,0.25,0.477,2.0,2.0,2.0,1.069,2.0
2328,2.0,2.0,0.247,0.661,2.0,2.0,1.028,1.231,1.782
2329,2.0,2.0,0.272,0.502,2.0,2.0,1.009,0.984,2.0
2330,2.0,1.092,0.718,0.36,2.0,2.0,1.019,1.287,0.892
2331,2.0,2.0,0.156,0.318,1.98,2.0,0.985,0.791,1.062
2332,2.0,2.0,0.103,0.653,2.0,2.0,2.0,1.174,2.0
2333,1.918,2.0,0.102,0.669,2.0,2.0,2.0,1.183,2.0
2334,2.0,1.034,0.125,0.753,2.0,2.0,1.041,2.0,1.987
2335,2.0,1.028,0.132,0.753,2.0,2.0,1.027,1.518,0.8
2336,2.0,0.926,0.104,0.835,2.0,2.0,1.02,2.0,2.0
2337,2.0,0.986,0.226,0.789,2.0,2.0,1.026,1.208,1.933
2338,2.0,1.17,0.916,0.179,2.0,2.0,1.019,2.0,1.953
2339,2.0,2.0,0.216,0.633,1.973,2.0,1.012,1.258,1.117
2340,2.0,0.96,0.161,0.803,2.0,2.0,1.033,2.0,1.718
2341,2.0,1.02,0.166,0.71,1.952,2.0,1.02,2.0,0.787
2342,2.0,0.926,0.079,0.401,2.0,2.0,1.195,2.0,2.0
2343,2.0,1.018,0.618,0.765,2.0,2.0,1.023,1.289,0.886
2344,2.0,1.313,0.21,0.602,2.0,2.0,1.046,1.162,1.985
2345,2.0,2.0,0.3,0.652,1.921,2.0,2.0,1.391,0.763
2346,2.0,2.0,0.228,0.624,2.0,2.0,2.0,1.004,1.965
2347,2.0,2.0,0.735,0.105,1.999,2.0,1.033,0.534,1.031
2348,2.0,1.148,0.131,0.714,2.0,2.0,1.028,1.146,2.0
2349,1.937,1.048,2.0,0.143,2.0,2.0,1.016,2.0,2.0
2350,2.0,2.0,0.691,0.648,2.0,2.0,2.0,1.022,1.905
2351,2.0,0.984,0.175,0.644,2.0,2.0,0.998,1.041,2.0
2352,2.0,2.0,0.238,0.672,1.991,2.0,1.009,1.255,1.852
2353,2.0,2.0,0.218,0.652,2.0,2.0,2.0,1.152,1.855
2354,0.225,1.225,0.621,0.682,1.978,2.0,2.0,1.987,0.817
2355,2.0,2.0,0.269,0.625,2.0,2.0,2.0,0.947,2.0
2356,2.0,2.0,0.315,0.643,2.0,2.0,1.033,1.301,0.797
2357,2.0,2.0,2.0,0.15,2.0,1.913,1.051,1.066,2.0
2358,2.0,1.085,0.178,0.655,2.0,2.0,2.0,0.898,2.0
2359,2.0,0.971,2.0,0.899,1.425,2.0,1.022,2.0,0.811
2360,2.0,1.173,0.136,0.655,2.0,2.0,2.0,1.037,2.0
2361,2.0,1.021,2.0,0.124,2.0,2.0,1.069,2.0,1.942
2362,2.0,2.0,0.195,0.688,1.821,2.0,0.993,2.0,0.784
2363,2.0,1.025,0.841,0.324,2.0,2.0,1.039,2.0,0.971
2364,2.0,0.986,1.265,0.115,2.0,2.0,1.085,2.0,1.962
2365,2.0,1.002,2.0,0.066,2.0,2.0,1.165,2.0,1.889
2366,2.0,2.0,0.118,0.606,2.0,2.0,2.0,1.062,2.0
2367,2.0,1.1,0.759,0.678,1.995,2.0,1.076,1.61,0.764
2368,2.0,2.0,0.235,0.637,1.996,2.0,2.0,1.145,1.196
2369,2.0,2.0,0.18,0.536,2.0,2.0,2.0,0.812,2.0
2370,2.0,0.891,0.257,0.836,2.0,2.0,1.06,2.0,0.836
2371,2.0,0.978,0.102,0.784,2.0,2.0,1.014,2.0,2.0
2372,2.0,2.0,0.113,0.657,2.0,1.99,0.956,1.143,2.0
2373,2.0,2.0,2.0,0.579,2.0,2.0,2.0,0.885,2.0
2374,2.0,1.122,0.878,0.161,2.0,2.0,1.069,0.595,1.606
2375,2.0,2.0,0.565,0.513,1.978,2.0,1.042,1.411,0.773
2376,2.0,1.15,0.182,0.663,2.0,1.92,2.0,0.938,2.0
2377,2.0,1.009,0.112,0.714,2.0,2.0,1.035,1.245,2.0
2378,2.0,1.028,0.073,0.735,2.0,2.0,1.025,1.209,2.0
2379,1.881,1.02,0.105,0.75,2.0,2.0,1.012,2.0,2.0
2380,2.0,1.018,0.105,0.758,2.0,2.0,1.043,1.278,2.0
2381,2.0,2.0,0.732,0.65,2.0,2.0,2.0,0.961,1.64
2382,1.995,1.116,0.093,0.671,2.0,1.981,1.037,1.301,2.0
2383,2.0,2.0,0.43,0.475,2.0,2.0,1.017,1.117,1.911
2384,2.0,0.967,0.845,0.808,2.0,2.0,1.057,1.295,1.954
2385,1.923,1.031,0.105,0.749,2.0,2.0,1.02,2.0,2.0
2386,2.0,2.0,0.126,0.622,2.0,2.0,0.969,2.0,2.0
2387,2.0,1.068,0.105,0.707,2.0,2.0,1.033,1.159,2.0
2388,2.0,2.0,0.299,0.575,2.0,2.0,2.0,0.927,1.998
2389,2.0,1.08,0.758,0.692,2.0,2.0,0.969,1.091,1.797
2390,2.0,2.0,0.259,0.611,1.995,2.0,2.0,1.133,0.859
2391,2.0,1.066,0.095,0.729,2.0,1.989,1.031,1.296,2.0
2392,2.0,1.157,0.081,0.582,2.0,2.0,1.049,1.316,2.0
2393,2.0,1.124,0.117,0.691,2.0,2.0,1.054,2.0,2.0
2394,2.0,1.072,0.112,0.682,2.0,1.957,1.032,2.0,2.0
2395,2.0,1.122,0.764,0.339,2.0,2.0,1.021,1.284,0.913
2396,2.0,1.064,0.339,0.694,1.995,2.0,1.058,1.141,1.936
2397,2.0,2.0,0.134,0.601,2.0,1.915,1.094,1.083,2.0
2398,2.0,1.041,0.103,0.675,2.0,2.0,1.093,1.089,2.0
2399,2.0,1.066,0.211,0.712,2.0,2.0,1.048,1.268,2.0
2400,2.0,1.195,0.222,0.654,2.0,2.0,2.0,0.932,2.0
2401,2.0,0.965,0.774,0.794,2.0,2.0,1.012,1.177,1.635
2402,2.0,1.087,0.234,0.669,2.0,2.0,0.963,1.038,1.989
2403,2.0,1.004,0.179,0.71,1.985,2.0,1.023,1.264,1.952
2404,2.0,2.0,0.208,0.655,2.0,2.0,1.097,1.029,1.892
2405,2.0,1.029,2.0,0.213,2.0,2.0,1.05,2.0,2.0
2406,2.0,2.0,0.147,0.605,2.0,1.975,2.0,1.127,2.0
2407,2.0,2.0,0.189,0.596,2.0,2.0,1.082,1.186,2.0
2408,2.0,2.0,0.28,0.604,1.999,2.0,2.0,1.1,1.033
2409,2.0,2.0,0.629,0.653,2.0,2.0,2.0,1.022,2.0
2410,2.0,1.346,0.627,0.538,1.997,2.0,1.027,1.411,0.789
2411,2.0,2.0,0.419,0.595,2.0,2.0,2.0,0.88,2.0
2412,2.0,2.0,0.099,0.577,2.0,2.0,2.0,0.967,1.964
2413,2.0,0.943,0.11,0.817,1.999,2.0,1.07,1.561,0.801
2414,2.0,0.998,0.139,0.743,2.0,2.0,1.06,2.0,1.851
2415,2.0,1.083,0.093,0.698,2.0,1.987,1.041,2.0,2.0
2416,2.0,2.0,0.103,0.543,2.0,2.0,2.0,0.813,1.921
2417,2.0,0.983,0.092,0.789,1.899,2.0,1.066,2.0,0.785
2418,2.0,0.95,0.871,0.82,2.0,2.0,1.051,1.218,1.914
2419,2.0,2.0,0.163,0.56,2.0,2.0,2.0,0.898,2.0
2420,2.0,1.14,0.131,0.652,2.0,2.0,1.006,2.0,2.0
2421,2.0,2.0,0.158,0.545,2.0,2.0,1.036,0.995,2.0
2422,2.0,1.109,0.175,0.706,1.983,2.0,1.053,2.0,1.868
2423,2.0,2.0,0.116,0.657,2.0,2.0,0.996,1.152,2.0
2424,2.0,1.137,0.359,0.586,1.744,2.0,1.05,2.0,0.805
2425,2.0,2.0,0.127,0.62,2.0,2.0,1.006,1.185,2.0
2426,2.0,1.02,0.086,0.663,2.0,1.987,1.014,2.0,2.0
2427,2.0,2.0,0.104,0.569,2.0,2.0,2.0,1.036,1.892
2428,2.0,1.025,0.137,0.763,1.876,2.0,1.018,1.853,0.796
2429,2.0,2.0,0.134,0.658,2.0,2.0,2.0,2.0,2.0
2430,2.0,2.0,0.291,0.608,1.976,2.0,1.213,1.055,0.874
2431,2.0,2.0,0.259,0.692,2.0,2.0,2.0,1.18,0.876
2432,2.0,1.174,0.17,0.651,2.0,2.0,2.0,0.969,2.0
2433,2.0,1.037,0.092,0.68,2.0,2.0,1.062,1.075,2.0
2434,2.0,1.021,0.241,0.737,1.999,2.0,1.028,1.283,1.096
2435,2.0,1.064,0.106,0.72,2.0,1.779,1.056,1.262,2.0
2436,2.0,1.1,0.108,0.686,2.0,1.929,1.024,1.174,2.0
2437,2.0,1.132,0.183,0.64,2.0,2.0,2.0,0.898,2.0
2438,2.0,2.0,0.128,0.635,2.0,2.0,1.081,1.069,2.0
2439,2.0,2.0,0.198,0.531,2.0,2.0,2.0,0.767,1.992
2440,2.0,1.018,0.065,0.738,2.0,2.0,1.053,1.339,2.0
2441,2.0,1.085,0.117,0.757,1.535,2.0,1.011,2.0,0.782
2442,2.0,0.965,0.1,0.728,2.0,2.0,1.099,2.0,2.0
2443,2.0,2.0,0.16,0.621,2.0,2.0,1.058,1.081,2.0
2444,2.0,0.956,1.33,0.065,2.0,2.0,1.254,2.0,0.981
2445,2.0,2.0,1.618,0.122,2.0,2.0,1.017,0.549,1.933
2446,2.0,2.0,0.189,0.542,2.0,1.986,2.0,0.875,2.0
2447,2.0,1.077,0.179,0.643,2.0,2.0,2.0,0.859,1.986
2448,2.0,2.0,0.281,0.683,1.973,2.0,2.0,1.108,1.064
2449,2.0,0.947,0.282,0.791,2.0,2.0,1.103,1.383,0.822
2450,2.0,1.019,0.206,0.715,1.725,2.0,1.01,2.0,0.817
2451,2.0,1.158,0.096,0.637,2.0,2.0,1.041,2.0,2.0
2452,2.0,1.005,0.298,0.751,1.989,2.0,1.014,1.374,0.81
2453,2.0,2.0,0.163,0.602,2.0,2.0,2.0,0.996,2.0
2454,2.0,2.0,0.219,0.608,1.988,2.0,2.0,1.136,0.921
2455,2.0,0.972,0.216,0.796,2.0,2.0,1.018,2.0,0.819
2456,2.0,1.143,0.241,0.694,2.0,2.0,1.026,1.297,0.801
2457,2.0,2.0,2.0,0.107,1.996,2.0,1.01,0.569,1.081
2458,2.0,2.0,0.504,0.606,1.975,2.0,2.0,0.972,1.932
2459,2.0,2.0,0.124,0.58,2.0,2.0,2.0,1.052,1.905
2460,2.0,1.038,2.0,0.257,2.0,1.903,1.043,2.0,2.0
2461,2.0,2.0,0.216,0.59,2.0,2.0,2.0,0.944,2.0
2462,2.0,2.0,0.165,0.635,2.0,2.0,2.0,1.042,1.993
2463,2.0,2.0,0.306,0.631,2.0,2.0,2.0,0.861,2.0
2464,2.0,1.04,0.221,0.285,2.0,2.0,1.031,2.0,2.0
2465,2.0,2.0,0.283,0.627,1.969,2.0,2.0,1.248,0.814
2466,2.0,2.0,0.12,0.664,2.0,2.0,1.071,1.147,2.0
2467,2.0,1.026,2.0,0.238,2.0,2.0,1.077,2.0,2.0
2468,2.0,2.0,0.103,0.542,2.0,2.0,2.0,0.827,1.952
2469,2.0,2.0,0.12,0.628,2.0,2.0,1.036,2.0,2.0
2470,2.0,0.962,0.095,0.814,2.0,2.0,1.015,1.732,0.787
2471,2.0,2.0,0.197,0.677,1.925,2.0,1.023,1.946,0.795
2472,2.0,2.0,0.109,0.606,2.0,1.951,2.0,1.063,2.0
2473,2.0,2.0,0.111,0.5,1.997,2.0,2.0,0.927,1.128
2474,2.0,1.079,0.388,0.725,2.0,2.0,1.021,1.112,1.987
2475,2.0,2.0,0.105,0.624,2.0,2.0,2.0,0.965,2.0
2476,2.0,0.977,0.153,0.794,1.993,2.0,1.023,2.0,1.804
2477,2.0,1.069,0.106,0.667,2.0,2.0,1.019,2.0,2.0
2478,2.0,2.0,0.408,0.52,2.0,2.0,1.031,1.159,1.73
2479,2.0,1.045,0.124,0.704,2.0,2.0,1.066,2.0,2.0
2480,2.0,2.0,0.595,0.704,1.948,2.0,2.0,2.0,0.803
2481,2.0,1.15,0.082,0.614,2.0,1.928,1.029,2.0,2.0
2482,2.0,2.0,0.29,0.652,1.957,2.0,1.09,1.383,0.799
2483,2.0,2.0,0.419,0.569,2.0,2.0,1.028,1.166,1.042
2484,2.0,2.0,2.0,0.11,2.0,2.0,1.023,0.545,2.0
2485,2.0,2.0,2.0,0.232,2.0,2.0,1.035,0.764,2.0
2486,2.0,1.165,0.594,0.644,2.0,2.0,2.0,0.96,2.0
2487,2.0,2.0,0.616,0.651,2.0,2.0,2.0,1.031,2.0
2488,2.0,2.0,0.665,0.295,1.999,2.0,1.027,1.171,1.211
2489,2.0,2.0,0.304,0.628,2.0,2.0,2.0,1.215,0.786
2490,2.0,2.0,0.131,0.537,2.0,2.0,2.0,0.905,2.0
2491,2.0,2.0,0.259,0.658,1.983,2.0,1.161,1.063,1.871
2492,2.0,0.967,0.104,0.757,1.988,2.0,1.05,2.0,0.764
2493,2.0,2.0,0.215,0.654,2.0,2.0,1.04,1.219,0.995
2494,2.0,1.074,0.162,0.666,2.0,2.0,1.067,1.042,2.0
2495,2.0,0.968,0.13,0.776,1.851,2.0,1.052,2.0,0.804
2496,2.0,1.101,0.824,0.692,2.0,2.0,2.0,1.007,1.98
2497,2.0,1.041,0.216,0.75,1.989,2.0,1.038,2.0,0.785
2498,2.0,1.099,0.129,0.625,2.0,2.0,1.022,2.0,2.0
2499,2.0,0.986,0.133,0.726,1.912,2.0,1.029,1.518,0.771
2500,2.0,1.01,0.513,0.766,2.0,2.0,1.037,1.368,0.824
2501,2.0,2.0,0.715,0.217,2.0,2.0,1.015,2.0,2.0
2502,2.0,1.086,0.092,0.669,2.0,2.0,1.052,2.0,2.0
2503,2.0,2.0,0.679,0.668,2.0,2.0,2.0,1.639,0.797
2504,1.992,1.085,0.076,0.69,2.0,2.0,2.0,1.159,2.0
2505,2.0,2.0,0.117,0.65,2.0,2.0,1.023,2.0,2.0
2506,2.0,2.0,0.627,0.641,1.952,2.0,2.0,1.309,0.782
2507,2.0,2.0,0.117,0.58,2.0,2.0,2.0,0.971,2.0
2508,2.0,0.945,0.659,0.82,1.995,2.0,1.017,1.363,0.888
2509,2.0,2.0,0.103,0.666,2.0,1.921,0.992,1.075,2.0
2510,2.0,2.0,0.344,0.639,2.0,2.0,0.973,1.042,1.98
2511,2.0,2.0,0.913,0.093,0.971,2.0,1.076,0.438,0.841
2512,2.0,1.002,0.748,0.733,1.997,2.0,1.042,1.204,0.977
2513,2.0,1.042,0.156,0.699,1.995,2.0,1.035,2.0,0.788
2514,2.0,1.103,0.564,0.695,2.0,2.0,1.17,0.975,1.967
2515,2.0,1.207,0.637,0.648,1.981,2.0,2.0,0.958,2.0
2516,2.0,1.084,2.0,0.657,2.0,2.0,2.0,0.953,2.0
2517,2.0,1.066,0.696,0.716,2.0,2.0,1.086,1.056,2.0
2518,2.0,2.0,0.496,0.553,2.0,2.0,2.0,0.866,2.0
2519,2.0,2.0,2.0,0.661,2.0,2.0,2.0,1.009,2.0
2520,2.0,2.0,0.098,0.577,2.0,2.0,2.0,1.004,1.937
2521,2.0,2.0,0.619,0.372,2.0,2.0,1.012,1.29,1.019
2522,2.0,1.042,2.0,0.311,2.0,2.0,1.021,2.0,2.0
2523,2.0,2.0,0.134,0.576,2.0,2.0,2.0,0.928,2.0
2524,2.0,1.156,1.01,0.13,2.0,2.0,1.083,0.525,1.194
2525,2.0,2.0,0.097,0.545,2.0,2.0,2.0,0.87,1.973
2526,2.0,1.021,0.683,0.728,1.982,2.0,1.04,1.273,0.792
2527,2.0,2.0,0.113,0.653,2.0,2.0,0.996,1.047,2.0
2528,2.0,0.818,0.045,1.763,2.0,2.0,1.146,2.0,2.0
2529,2.0,1.019,0.137,0.702,2.0,2.0,1.003,2.0,2.0
2530,2.0,1.148,2.0,0.633,2.0,1.967,2.0,0.913,2.0
2531,2.0,1.114,0.135,0.694,2.0,1.989,2.0,1.083,2.0
2532,2.0,2.0,0.238,0.616,2.0,2.0,2.0,0.853,2.0
2533,2.0,1.201,0.207,0.679,1.999,2.0,1.003,1.235,1.188
2534,2.0,2.0,0.228,0.647,2.0,2.0,1.074,1.229,1.116
2535,2.0,2.0,0.123,0.632,2.0,2.0,1.03,2.0,2.0
2536,2.0,2.0,0.285,0.568,2.0,2.0,2.0,0.826,2.0
2537,2.0,0.964,0.279,0.812,2.0,2.0,1.03,1.293,1.483
2538,2.0,1.067,0.11,0.717,2.0,1.995,1.059,2.0,2.0
2539,2.0,2.0,0.102,0.638,2.0,2.0,1.043,1.157,2.0
2540,2.0,1.036,0.101,0.699,2.0,1.964,1.003,2.0,2.0
2541,2.0,2.0,0.199,0.678,1.949,2.0,1.043,2.0,0.783
2542,2.0,1.125,0.149,0.696,2.0,2.0,1.043,1.253,2.0
2543,2.0,2.0,0.122,0.411,2.0,2.0,2.0,0.853,1.115
2544,2.0,0.998,0.774,0.311,2.0,2.0,1.081,2.0,1.726
2545,2.0,1.048,0.096,0.71,2.0,2.0,1.024,2.0,2.0
2546,2.0,2.0,0.335,0.625,2.0,2.0,2.0,1.156,0.93
2547,2.0,1.023,0.214,0.674,2.0,2.0,1.044,1.215,0.979
2548,2.0,0.923,0.1,0.827,2.0,2.0,1.032,2.0,2.0
2549,2.0,2.0,0.101,0.559,2.0,2.0,2.0,0.999,1.74
2550,2.0,1.056,0.621,0.688,1.979,2.0,0.999,1.092,1.921
2551,2.0,2.0,0.126,0.603,2.0,2.0,2.0,1.023,2.0
2552,2.0,1.097,0.094,0.65,2.0,2.0,2.0,1.122,2.0
2553,2.0,2.0,0.348,0.627,2.0,2.0,2.0,1.483,0.788
2554,2.0,2.0,0.486,0.521,1.987,2.0,1.021,1.141,1.133
2555,2.0,1.03,0.085,0.738,2.0,2.0,1.057,2.0,2.0
2556,2.0,2.0,0.712,0.708,1.924,2.0,2.0,2.0,0.824
2557,2.0,2.0,0.131,0.622,2.0,2.0,2.0,1.0,1.985
2558,2.0,2.0,0.149,0.594,1.98,2.0,2.0,1.057,1.832
2559,2.0,2.0,0.519,0.655,1.957,2.0,0.939,1.256,0.796
2560,2.0,2.0,0.245,0.677,2.0,2.0,1.022,1.396,0.843
2561,2.0,1.041,0.288,0.723,2.0,2.0,0.969,1.233,1.932
2562,2.0,1.048,0.089,0.713,2.0,2.0,1.021,2.0,2.0
2563,2.0,1.263,0.34,0.512,2.0,2.0,1.022,1.152,1.901
2564,2.0,2.0,0.563,0.643,2.0,2.0,2.0,0.968,2.0
2565,2.0,1.172,0.164,0.66,2.0,2.0,0.996,1.07,2.0
2566,2.0,2.0,0.216,0.625,2.0,2.0,2.0,1.142,1.016
2567,2.0,2.0,2.0,0.62,2.0,2.0,2.0,0.928,2.0
2568,2.0,0.872,0.131,0.896,2.0,2.0,1.239,2.0,0.929
2569,2.0,0.993,0.271,0.743,2.0,2.0,1.013,1.285,0.886
2570,2.0,1.021,0.089,0.711,2.0,2.0,1.046,1.341,2.0
2571,2.0,0.989,0.115,0.759,2.0,2.0,1.037,2.0,0.775
2572,2.0,2.0,0.574,0.588,2.0,2.0,2.0,0.919,2.0
2573,2.0,1.05,0.054,0.741,2.0,2.0,1.018,1.157,2.0
2574,2.0,2.0,0.138,0.67,2.0,2.0,0.934,1.103,2.0
2575,2.0,2.0,0.263,0.44,2.0,2.0,0.998,1.215,2.0
2576,2.0,0.95,0.093,0.809,2.0,2.0,1.035,1.418,0.788
2577,2.0,1.049,0.097,0.722,2.0,1.945,1.009,2.0,2.0
2578,2.0,2.0,0.115,0.624,2.0,2.0,2.0,1.073,2.0
2579,2.0,1.052,0.147,0.723,1.975,2.0,1.028,2.0,0.803
2580,2.0,2.0,0.186,0.601,2.0,2.0,1.008,1.215,2.0
2581,2.0,2.0,0.102,0.642,2.0,2.0,1.048,1.135,2.0
2582,2.0,1.075,0.219,0.715,2.0,2.0,1.038,1.243,0.977
2583,2.0,2.0,0.192,0.613,2.0,2.0,2.0,1.114,1.274
2584,2.0,1.004,2.0,0.256,2.0,1.984,1.07,2.0,2.0
2585,2.0,2.0,0.256,0.645,2.0,2.0,1.018,1.18,1.19
2586,2.0,2.0,0.234,0.661,2.0,2.0,1.051,1.719,0.798
2587,2.0,1.053,0.152,0.715,2.0,2.0,1.016,1.227,1.781
2588,2.0,2.0,0.909,0.126,1.432,2.0,1.07,0.386,0.851
2589,2.0,2.0,0.088,0.564,1.987,2.0,2.0,0.872,1.961
2590,2.0,1.045,0.226,0.408,2.0,2.0,1.058,2.0,2.0
2591,2.0,2.0,0.108,0.431,2.0,2.0,1.015,1.295,2.0
2592,2.0,1.069,0.118,0.709,2.0,2.0,1.038,1.27,2.0
2593,2.0,2.0,0.119,0.68,2.0,2.0,1.011,2.0,2.0
2594,2.0,1.122,0.101,0.701,2.0,2.0,1.061,1.176,2.0
2595,2.0,0.946,2.0,0.064,2.0,1.943,1.25,2.0,2.0
2596,2.0,2.0,0.405,0.615,2.0,2.0,2.0,1.052,2.0
2597,2.0,0.96,0.098,0.789,1.922,2.0,1.054,1.743,0.796
2598,2.0,1.099,0.455,0.674,2.0,2.0,2.0,0.943,2.0
2599,2.0,2.0,0.25,0.65,2.0,2.0,1.035,1.144,1.097
2600,2.0,2.0,0.373,0.6,2.0,1.982,2.0,0.893,2.0
2601,2.0,2.0,0.127,0.608,2.0,2.0,2.0,1.091,2.0
2602,2.0,2.0,0.477,0.664,2.0,2.0,2.0,0.975,2.0
2603,2.0,1.041,0.215,0.74,2.0,2.0,1.024,1.391,0.836
2604,1.981,2.0,0.178,0.558,2.0,2.0,1.071,1.14,2.0
2605,2.0,2.0,0.119,0.636,2.0,1.999,1.005,1.18,2.0
2606,2.0,2.0,0.13,0.612,2.0,2.0,2.0,1.011,1.979
2607,2.0,2.0,0.508,0.497,2.0,2.0,1.027,1.169,1.702
2608,1.878,2.0,0.11,0.666,2.0,2.0,1.062,1.219,2.0
2609,2.0,1.119,0.171,0.7,2.0,2.0,1.031,1.304,0.844
2610,2.0,0.855,0.078,0.913,2.0,2.0,1.189,2.0,1.862
2611,2.0,2.0,0.555,0.399,2.0,2.0,1.022,1.032,1.042
2612,2.0,2.0,0.636,0.643,1.995,2.0,2.0,0.905,1.975
2613,2.0,0.924,0.134,0.81,1.963,2.0,1.207,2.0,0.778
2614,2.0,0.984,0.562,0.472,1.944,2.0,1.046,2.0,0.775
2615,2.0,1.088,0.12,0.705,2.0,2.0,1.032,2.0,2.0
2616,2.0,1.138,0.158,0.675,2.0,2.0,1.122,1.081,2.0
2617,2.0,1.047,0.114,0.687,2.0,2.0,2.0,1.043,2.0
2618,2.0,1.092,0.282,0.66,2.0,2.0,0.957,1.061,2.0
2619,2.0,2.0,0.193,0.653,2.0,2.0,1.052,1.129,1.949
2620,2.0,1.038,0.152,0.703,1.986,2.0,1.028,1.546,0.776
2621,1.927,1.111,0.191,0.665,2.0,1.997,2.0,1.11,2.0
2622,2.0,2.0,0.092,0.557,2.0,2.0,2.0,0.897,1.925
2623,2.0,2.0,0.137,0.608,2.0,2.0,2.0,1.018,2.0
2624,1.999,2.0,0.101,0.653,2.0,1.945,1.053,2.0,2.0
2625,2.0,0.97,0.01,0.472,2.0,2.0,1.094,2.0,2.0
2626,2.0,0.872,2.0,1.759,2.0,2.0,1.103,2.0,1.0
2627,2.0,1.1,0.122,0.627,2.0,1.979,1.009,2.0,2.0
2628,2.0,1.066,0.096,0.702,2.0,1.975,1.035,2.0,2.0
2629,2.0,0.982,0.167,0.52,2.0,2.0,1.037,2.0,2.0
2630,2.0,1.037,0.127,0.724,2.0,2.0,1.019,2.0,0.788
2631,2.0,1.002,0.103,0.746,2.0,2.0,1.026,1.317,2.0
2632,2.0,0.991,0.173,0.771,1.995,2.0,1.039,1.408,0.787
2633,2.0,1.116,0.782,0.664,2.0,2.0,2.0,1.004,1.958
2634,2.0,1.04,0.219,0.677,1.986,2.0,1.015,2.0,1.044
2635,2.0,2.0,0.429,0.539,1.774,2.0,1.031,1.996,0.8
2636,2.0,2.0,0.137,0.656,2.0,2.0,2.0,1.092,2.0
2637,2.0,2.0,0.155,0.598,2.0,2.0,2.0,0.955,2.0
2638,2.0,2.0,0.237,0.643,2.0,2.0,1.038,1.101,1.147
2639,2.0,0.965,0.108,0.782,1.916,2.0,1.072,2.0,0.802
2640,2.0,1.214,0.182,0.611,2.0,2.0,1.064,1.22,2.0
2641,2.0,2.0,0.227,0.63,2.0,2.0,1.053,2.0,1.984
2642,2.0,1.068,0.132,0.714,2.0,2.0,1.063,1.193,2.0
2643,2.0,2.0,0.148,0.609,2.0,2.0,2.0,0.991,2.0
2644,2.0,2.0,0.11,0.653,2.0,2.0,1.083,1.164,2.0
2645,2.0,2.0,0.286,0.623,2.0,2.0,2.0,0.952,2.0
2646,2.0,2.0,0.137,0.607,2.0,2.0,1.034,1.061,2.0
2647,2.0,1.012,0.269,0.601,1.955,2.0,1.046,1.614,0.766
2648,2.0,1.17,0.267,0.5,1.995,2.0,1.011,1.261,2.0
2649,2.0,2.0,0.108,0.629,2.0,2.0,1.097,1.089,2.0
2650,2.0,2.0,0.673,0.392,1.62,2.0,1.036,2.0,0.831
2651,2.0,1.055,0.463,0.737,2.0,2.0,1.036,1.825,0.769
2652,2.0,2.0,0.192,0.652,1.985,2.0,1.029,1.175,1.46
2653,2.0,1.216,0.17,0.645,2.0,1.964,2.0,0.949,2.0
2654,2.0,2.0,0.222,0.555,2.0,2.0,2.0,0.813,1.984
2655,2.0,2.0,0.637,0.621,2.0,2.0,2.0,0.984,0.779
2656,2.0,0.94,0.096,0.834,1.951,2.0,1.076,2.0,0.774
2657,2.0,1.02,0.227,0.595,1.928,2.0,1.043,2.0,0.784
2658,2.0,0.983,0.185,0.698,2.0,2.0,1.04,1.356,0.802
2659,2.0,1.004,0.689,0.472,1.993,2.0,1.043,2.0,0.849
2660,2.0,1.077,0.675,0.64,2.0,2.0,2.0,1.218,0.797
2661,2.0,2.0,0.207,0.471,2.0,1.991,1.088,1.106,2.0
2662,2.0,2.0,0.257,0.645,2.0,2.0,1.041,1.199,0.942
